SNo,Rank,Allotted Quota,Allotted Institute,Course,Allotted Category,Candidate Category,Remarks
17887,241132,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,General,Allotted
17888,241188,Self-Financed Merit Seat,"Amrita School of Medicine, Elamkara, Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041",MBBS,Open,General,Allotted
17889,241215,Self-Financed Merit Seat,"Amrita School of Medicine,Mata Amritanandmayi Marg, Sector-88, Faridabad",MBBS,Open,EWS,Allotted
17890,241260,Self-Financed Merit Seat,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad",MBBS,Open,General,Allotted
17891,241276,Self-Financed Merit Seat,"Amrita School of Medicine, Elamkara, Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041",MBBS,Open,OBC,Allotted
17892,241382,Self-Financed Merit Seat,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn",BDS,Open,General,Allotted
17893,241386,Self-Financed Merit Seat,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad",MBBS,Open,OBC,Allotted
17894,241431,Self-Financed Merit Seat,"Sree Balaji Medical College and Hospital, Chennai,NO 7 WORKS ROAD CHROMEPET CHENNAI",MBBS,Open,OBC,Allotted
17895,241453,Muslim Minority Quota,"Yenepoya Dental College, Yenepoya,University Road Deralakatte Mangaluru",BDS,Open,OBC,Allotted
17896,241506,Self-Financed Merit Seat,"Amrita School of Medicine,Mata Amritanandmayi Marg, Sector-88, Faridabad",MBBS,Open,General,Allotted
17897,241551,Self-Financed Merit Seat,"Malla Reddy Institute of Medical Sciences, Hyderabad,Suraram X Roads Jeedimetla Hyderabad",MBBS,Open,General,Allotted
17898,241564,Self-Financed Merit Seat,"Krishna Institute of Medical Sciences, Karad,KARAD, DIST. SATARA (MAHARASHTRA STATE).",MBBS,Open,EWS,Allotted
17899,241646,Employees State Insurance Scheme Nursing Quota (ESI- IP Quota Nursing),"ESIC College of Nursing, Indiranagar, Bangalore,70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU",B.Sc. Nursing,SC,SC,Allotted
17900,241696,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,General,Allotted
17901,241730,Self-Financed Merit Seat,"Chettinad Hospital & Research Institute, Kanchipuram,Rajiv Gandhi Salai, Kelambakkam, Chengalpattu District",MBBS,Open,General,Allotted
17902,241795,Self-Financed Merit Seat,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra Nagar, Porur, Chennai.",MBBS,Open,OBC,Allotted
17903,241834,Self-Financed Merit Seat,"BVDU Dental College and Hospital, Navi Mumbai,Bharati Vidyapeeth Dental College and Hospital, Sec.7, Belapur Navi Mumbai.",BDS,Open,General,Allotted
17904,241871,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,General,Allotted
17905,241913,Self-Financed Merit Seat,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR",MBBS,Open,General,Allotted
17906,241916,Muslim Minority Quota,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",MBBS,Open,General,Allotted
17907,241934,Self-Financed Merit Seat,"Amrita School of Medicine,Mata Amritanandmayi Marg, Sector-88, Faridabad",MBBS,Open,General,Allotted
17908,241979,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,OBC,Allotted
17909,242044,B.Sc Nursing Delhi NCR,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College,Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg (Female Seat only )",B.Sc. Nursing,ST,ST,Allotted
17910,242072,Non-Resident Indian,"Kasturba Medical College, Manipal,Madhav Nagar, Manipal, Karnataka State India",MBBS,Open,General,Allotted( NRI Priority : 1 )
17911,242109,Self-Financed Merit Seat,"Saveetha Dental College, Chennai,Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai",BDS,Open,General,Allotted
17912,242187,Self-Financed Merit Seat,"Manipal College of Dental Sce., Manipal,Madhav Nagar, Manipal India",BDS,Open,General,Allotted
17913,242217,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17914,242236,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,General,Allotted
17915,242289,Self-Financed Merit Seat,"Indira Gandhi Institute of Dental Sciences, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam,",BDS,Open,OBC,Allotted
17916,242306,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,OBC,Allotted
17917,242332,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,OBC,Allotted
17918,242345,Self-Financed Merit Seat,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar, Odhisha,At-Nakhara, Po-Phulnakhara, Bhubaneswar, Khordha",MBBS,Open,General,Allotted
17919,242367,Self-Financed Merit Seat,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA",BDS,Open,General,Allotted
17920,242411,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,General,Allotted
17921,242502,Self-Financed Merit Seat,"Institute of Dental Sciences, Bhubaneswar,K8, Kalinga Nagar, PO-Mahalaxmi Vihar, Bhubaneswar",BDS,Open,General,Allotted
17922,242507,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",MBBS,Open,General,Allotted( NRI Priority : 1 )
17923,242519,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,OBC,Allotted
17924,242618,Self-Financed Merit Seat,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD",BDS,Open,General,Allotted
17925,242619,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17926,242633,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,OBC,Allotted
17927,242650,Self-Financed Merit Seat,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad",MBBS,Open,OBC,Allotted
17928,242652,Self-Financed Merit Seat,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar",MBBS,Open,EWS,Allotted
17929,242669,All India,"Veer Chandra Singh Garhwali Govt. Medical Sc. & Research Instt, Srinagar, Pauri Garhwal,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL",MBBS,Open PwD,General PwD,Allotted
17930,242687,Self-Financed Merit Seat,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra Nagar, Porur, Chennai.",MBBS,Open,General,Allotted
17931,242729,Self-Financed Merit Seat,"Manipal College of Dental Sce., Manipal,Madhav Nagar, Manipal India",BDS,Open,General,Allotted
17932,242755,Self-Financed Merit Seat,"Amrita School of Medicine,Mata Amritanandmayi Marg, Sector-88, Faridabad",MBBS,Open,General,Allotted
17933,242770,Self-Financed Merit Seat,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR",MBBS,Open,EWS,Allotted
17934,242785,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17935,242850,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17936,242886,Self-Financed Merit Seat,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka",MBBS,Open,General,Allotted
17937,242988,Self-Financed Merit Seat,"Amrita School of Medicine, Elamkara, Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041",MBBS,Open,General,Allotted
17938,242996,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli",MBBS,OBC PwD,OBC PwD,Allotted
17939,243192,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,General,Allotted
17940,243215,Self-Financed Merit Seat,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra Nagar, Porur, Chennai.",MBBS,Open,General,Allotted
17941,243271,Self-Financed Merit Seat,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad",MBBS,Open,General,Allotted
17942,243391,Self-Financed Merit Seat,"Sri Ramachandra Dental and Hospt., Chennai,No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",BDS,Open,OBC,Allotted
17943,243448,Self-Financed Merit Seat,"Padmashree Dr. DY. Patil Medical College, Navi Mumbai,Sector 5, Nerul, Navi Mumbai,",MBBS,Open,General,Allotted
17944,243449,Self-Financed Merit Seat,"J R Medical College and Hospital Villupuram District, Tamilnadu,Chennai-Trichy NH- 45,Kiledaiyalam, Tindivanam Taluk,Villupuram District.",MBBS,Open,OBC,Allotted
17945,243510,Self-Financed Merit Seat,"Sri Siddhartha Medical College, Tumkur,SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR",MBBS,Open,OBC,Allotted
17946,243531,Muslim Minority Quota,"Yenepoya Medical College, Mangalore,University Road Deralakatte Mangaluru",MBBS,Open,OBC,Allotted
17947,243593,Self-Financed Merit Seat,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar",MBBS,Open,General,Allotted
17948,243617,Self-Financed Merit Seat,"Sri Ramachandra Medical College & Research Institute, Chennai,No. One Ramachandra Nagar, Porur, Chennai.",MBBS,Open,General,Allotted
17949,243623,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17950,243631,Self-Financed Merit Seat,"Manipal College of Dental Sce., Manipal,Madhav Nagar, Manipal India",BDS,Open,EWS,Allotted
17951,243651,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,General,Allotted
17952,243658,Open Seat Quota,"AIIMS, Patna,Phulwarisharif, Patna, Bihar-801507",MBBS,EWS PwD,EWS PwD,Allotted
17953,243678,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,SC,Allotted
17954,243680,Self-Financed Merit Seat,"SBKS Medical Instt. & Research Centre, Vadodra,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara",MBBS,Open,General,Allotted
17955,243692,Self-Financed Merit Seat,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College JGMMMC,KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi",MBBS,Open,General,Allotted
17956,243700,Self-Financed Merit Seat,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka",MBBS,Open,General,Allotted
17957,243719,Self-Financed Merit Seat,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune.",MBBS,Open,General,Allotted
17958,243736,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,OBC,Allotted
17959,243774,Non-Resident Indian,"JSS Medical College, Mysore,The Principal JSS Medical College and Hospital Medical Institutions Campus S S Nagar Mysuru",MBBS,Open,General,Allotted( NRI Priority : 1 )
17960,243783,Non-Resident Indian,"Kasturba Medical College, Mangalore,Light house Hill Road, Mangalore, India",MBBS,Open,General,Allotted( NRI Priority : 1 )
17961,243866,Self-Financed Merit Seat,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar",MBBS,Open,General,Allotted
17962,243881,Self-Financed Merit Seat,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana, Ambala,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA.",MBBS,Open,General,Allotted
17963,243901,Self-Financed Merit Seat,"Manipal College of Dental Sce., Manipal,Madhav Nagar, Manipal India",BDS,Open,General,Allotted
17964,243996,Self-Financed Merit Seat,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar, Odhisha,At-Nakhara, Po-Phulnakhara, Bhubaneswar, Khordha",MBBS,Open,General,Allotted
17965,244026,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,General,Allotted
17966,244041,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,General,Allotted
17967,244073,Self-Financed Merit Seat,"Institute of Medical Sciences & SUM Hospital, Campus-II, Phulnakhara Bhubaneswar, Odhisha,At-Nakhara, Po-Phulnakhara, Bhubaneswar, Khordha",MBBS,Open,General,Allotted
17968,244250,Self-Financed Merit Seat,"Amrita School of Medicine, Elamkara, Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041",MBBS,Open,General,Allotted
17969,244351,Self-Financed Merit Seat,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune.",MBBS,Open,General,Allotted
17970,244360,Self-Financed Merit Seat,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn",BDS,Open,General,Allotted
17971,244399,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,General,Allotted
17972,244427,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,General,Allotted
17973,244429,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17974,244539,Self-Financed Merit Seat,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune,Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune.",MBBS,Open,General,Allotted
17975,244567,Self-Financed Merit Seat,"Amrita School of Medicine, Elamkara, Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041",MBBS,Open,OBC,Allotted
17976,244614,Self-Financed Merit Seat,"Saveetha Dental College, Chennai,Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai",BDS,Open,OBC,Allotted
17977,244615,Self-Financed Merit Seat,"SRM Medical College Hospital & Research Centre, Kancheepuram,SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST.",MBBS,Open,General,Allotted
17978,244621,Self-Financed Merit Seat,"Saveetha Dental College, Chennai,Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai",BDS,Open,General,Allotted
17979,244663,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,General,Allotted
17980,244776,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17981,244878,Self-Financed Merit Seat,"Amrita School of Medicine,Mata Amritanandmayi Marg, Sector-88, Faridabad",MBBS,Open,OBC,Allotted
17982,244901,Self-Financed Merit Seat,"Manipal College of Dental Sce., Manipal,Madhav Nagar, Manipal India",BDS,Open,General,Allotted
17983,244923,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,General,Allotted
17984,244984,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17985,245014,Self-Financed Merit Seat,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR",MBBS,Open,General,Allotted
17986,245022,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,General,Allotted
17987,245057,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,General,Allotted
17988,245128,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,General,Allotted
17989,245144,Self-Financed Merit Seat,"Instt. Of Medical Sciences & SUM Hospital, Bhubaneswar,K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar",MBBS,Open,General,Allotted
17990,245258,Self-Financed Merit Seat,"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College JGMMMC,KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi",MBBS,Open,General,Allotted
17991,245261,Self-Financed Merit Seat,"Sri Devaraj URS Medical College, Kolar,Post box No.7, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR",MBBS,Open,General,Allotted
17992,245287,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,General,Allotted
17993,245314,Self-Financed Merit Seat,"Raja Rajeswari Medical College & Hospital, Bangalore,202, Kambipura, Bengaluru Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka",MBBS,Open,General,Allotted
17994,245340,Self-Financed Merit Seat,"Mahatma Gandhi Mission Medical College, Vashi,Sector 30, Vashi, Navi Mumbai",MBBS,Open,General,Allotted
17995,245343,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,OBC,Allotted
17996,245450,Self-Financed Merit Seat,"Bharati Vidyapeeth University Medical College, Pune,Dhankawadi, Pune-Satara Road, Pune",MBBS,Open,General,Allotted
17997,245502,Self-Financed Merit Seat,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana, Ambala,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA.",MBBS,Open,General,Allotted
17998,245568,Self-Financed Merit Seat,"Amrita School of Dentistry, Kochi,Amrita School of Dentistry, Amrita Institute of Medical Sciences (AIMS), AIMS Ponekkara P.O, Kochi",BDS,Open,OBC,Allotted
17999,245682,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli",MBBS,OBC PwD,OBC PwD,Allotted
18000,245718,Self-Financed Merit Seat,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli,Sangli Miraj Road Wanlesswadi Sangli Maharashtra",MBBS,Open,General,Allotted
18001,245752,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,General,Allotted
18002,245777,Self-Financed Merit Seat,"Manipal College of Dental Science, Mangalore,Light House Hill Road, Mangalore India",BDS,Open,OBC,Allotted
18003,245827,Self-Financed Merit Seat,"SRM Dental College, Chennai,SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI - 89",BDS,Open,OBC,Allotted
18004,245917,Self-Financed Merit Seat,"Manipal College of Dental Sce., Manipal,Madhav Nagar, Manipal India",BDS,Open,OBC,Allotted
18005,245921,Self-Financed Merit Seat,"Shri B M Patil Medical College, Hospital & Research Centre, Vijayapura (Bijapur,SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD (SOLAPUR ROAD) VIJAYAPURA KARNATAKA",MBBS,Open,OBC,Allotted
18006,245924,Self-Financed Merit Seat,"Mahatma Gandhi Missions Medical College, Aurangabad,N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad",MBBS,Open,OBC,Allotted
